"Chester A. Arthur (1829–1886), 20th Vice President and 21st President of the United States — Schenectady
"Arthur B. Davies (1863–1928), artist
"Don DeLillo (born 1936), author
"Melvil Dewey (1851–1931), originator of Dewey Decimal System
"Amy Dickinson, Chicago Tribune advice columnist, from Freeville
"Amanda Minnie Douglas (1831–1916), writer
"Frederick Douglass (1818–1895), editor and publisher of abolitionist newspapers such as The North Star
"Arthur Dove (1880–1946), artist
"Philip Evergood (1901–1973), artist
"Leslie Fiedler (1917–2003), literary critic
"Steve Fiorilla (1961–2009), artist
"Ira Joe Fisher, author and weatherman, who was born and raised in Little Valley
"F. Scott Fitzgerald, author, raised in Buffalo
"Helen Frankenthaler (born 1928), artist
"Kelly Freas (1922–2005), artist
"Anna Katharine Green (1846–1935), author
"E.B. Green (1855–1950), architect
"Terry Gross (born 1951), radio host, Fresh Air
"Alex Haley (1921–19920, author of Roots
"Sean Hannity (born 1961), radio and television talk show host
"Alfred Harvey (1913–1994), writer and publisher, founder of Harvey Comics
"Richard Hofstadter (1916–1970), author and philosopher
"Paul Horgan (1903–1995), author
"Roni Horn (born 1955), artist
"Elbert Hubbard (1856–1915), philosopher and writer
"Idil Ibrahim, director
"Washington Irving (1783–1859), author, Rip Van Winkle and The Legend of Sleepy Hollow
"Henry James (1843–1916), author
"William James (1842–1910), philosopher
"James A. Johnson (1865–1939), architect
"Michael Kay (born 1961), play-by-play announcer for the New York Yankees
"Ellsworth Kelly (1923–2015), artist
"Megyn Kelly (born 1970), political commentator
"John Kessel (born 1950), author
"Larry King (born 1933), television and radio host
"Verlyn Klinkenborg, member of New York Times editorial board; writer and farmer
"Nancy Kress (born 1948), author
"Matt Lauer (born 1957), anchor of The Today Show
"Zoe Leonard (born 1961), photographer and visual artist
"Robert Longo (born 1953), artist
"Mabel Dodge Luhan (1879–1962), writer and patron
"Bill Maher (born 1956), host on HBO political talk show Real Time with Bill Maher
"Norman Mailer (1923–2007), author
"Francis Mallison, journalist, helped organize the Great Civil War Gold Hoax; from Rome
"Brice Marden (born 1938), artist
"Herman Melville (1819–1891), author of Moby-Dick
"Al Michaels (born 1944), longtime sportscaster for both NBC Sports and ABC Sports, play-by-play announcer on Sunday Night Football
"David Muir (born 1973), ABC journalist and anchor
"Ogden Nash (1902–1971), poet
"Joyce Carol Oates (born 1938), author
"Bill O'Reilly (born 1949), host of The O'Reilly Factor on Fox News Channel
"William Ordway Partridge (1861–1930), sculptor
"Tim Powers (born 1952), author
"Thomas Pynchon (born 1937), author
"Ishmael Reed (born 1938), poet
"John Reed (born 1969), author, Snowball's Chance
"Seymour Reit (1918–2001), writer and cartoonist
"Norman Rockwell (1894–1978), painter
"Spain Rodriguez (born 1940), cartoonist
"Milton Rogovin (1909–2011), photographer
"Charles Rohlfs (1853–1936), craftsman
"Al Roker (born 1954), weather anchor on NBC's Today
"Tim Russert (1950–2008), host of NBC's Meet the Press
"Vin Scully (born 1927), longtime broadcaster of the Los Angeles Dodgers
"David Sedaris (born 1956), humorist and author
"Al Sharpton (born 1954), civil rights activist, radio talk show host
"Tony Sisti (1901–1983), painter
"Eugene Speicher (1883–1962), painter
"Fran Striker (1903–1962), creator of the Lone Ranger and Green Hornet
"Elizabeth Swados (born 1951), author
"Jake Tapper (born 1969), news anchor on CNN
"Dorothy Thompson, born in Lancaster
"Louis Comfort Tiffany (1848–1933), artist
"Mike Tirico (born 1966), sportscaster
"Tom Toles (born 1951), cartoonist
"Sojourner Truth (1797–1883), slave, civil rights activist
"Israel Tsvaygenbaum (born 1961), Russian-American artist
"Mark Twain (1835–1910), author
"Andrew Vachss (born 1942), author, activist, and lawyer
"Richard A. Waite (1848–1911), architect
"J. Alden Weir (1852–1919), painter
"Edith Wharton (1862–1937), author
"Walt Whitman (1819–1892), poet
"Brian Williams (born 1959), anchor of NBC Nightly News
"Julia McNair Wright (1840–1903), author
"John Zogby, pollster and blogger from Utica
"Moe Berg (1902–1972), Major League Baseball catcher; spy (New York City)
"Dellin Betances (born 1988), baseball pitcher
"Craig Biggio (born 1965), Baseball Hall of Famer
"Ralph Branca, baseball pitcher
"Alexander Cartwright, "father of modern baseball", founding member of the New York Knickerbockers Base Ball Club
"Harry Eisenstat (1915–2003), baseball player
"Mike "SuperJew" Epstein (born 1943), Major League Baseball  first baseman
"Johnny Evers, baseball Hall of Famer
"Whitey Ford (born 1928), baseball Hall of Famer
"John Franco, baseball pitcher
"Lou Gehrig (1903–1941), Baseball Hall of Famer
"Sid Gordon (1917–1975), two-time All Star major league baseball player
"Hank Greenberg (1911–1986), Baseball Hall of Famer (Greenwich Village)
"Sandy Koufax (born 1935), Baseball Hall of Famer
"Jason Marquis (born 1978), Major League Baseball All Star pitcher
"Edgar Martínez (born 1963), baseball player
"Bob Melvin (born 1961), baseball player and manager
"Sam Nahem (1915–2004), Major League Baseball pitcher
"Joe Nathan (born 1974), baseball player, Minnesota Twins; born in Pine Bush)
"Jim Palmer (born 1945), Baseball Hall of Famer
"A. J. Pierzynski (born 1976), baseball player (Chicago White Sox); born in Bridgehampton
"Lipman Pike (1845–93), Major League Baseball player, two-time home run champion (New York City)
"Phil Rizzuto (1917–2007), baseball Hall of Famer
"Alex Rodriguez (born 1975), Major League Baseball player
"Saul Rogovin (1923–1995), Major League Baseball pitcher
"Richie Scheinblum (born 1942), Major League Baseball All Star outfielder
"Mose Solomon (1900–1966), the "Rabbi of Swat", Major League Baseball  player
"Warren Spahn (1921–2003), baseball Hall of Famer
"Carl Yastrzemski (born 1939), baseball Hall of Famer
"Kareem Abdul-Jabbar (born 1947), NBA Hall of Fame player
"Carmelo Anthony (born 1984), professional basketball player, New York Knicks (New York City)
"Nate Archibald (born 1948), NBA Hall of Fame basketball player
"Sue Bird (born 1980), Israeli-American Women's National Basketball Association point guard; two-time Olympic champion; four-time All-Star (Seattle Storm) (Syosset)&#91;3&#93;
"Harry Boykoff (1922–2001), professional basketball player, Boston Celtics
"Larry Brown (born 1940), professional All Star basketball player and coach
"Bob Cousy (born 1928), professional basketball player, Boston Celtics
"Shay Doron (born 1985), professional basketball player
"Julius Erving (born 1950), NBA player
"Marty Friedman (1889–1986), Hall of Fame pro basketball player and coach
"Sidney Hertzberg (1922–2005), professional basketball player
"Art Heyman (1941–2012), professional basketball player
"Nat Holman (1896–1995), Hall of Fame basketball player
"Red Holzman (1920–1998), NBA Hall of Fame basketball player and coach
"Michael Jordan (born 1963), iconic NBA Hall of Fame basketball player, businessman and owner/chairman of the Charlotte Hornets; considered the best basketball player of all time (Brooklyn)
"Sylven Landesberg (born 1990), American-Israeli basketball player
"Rudy LaRusso (1927–2004), professional basketball player
"Nancy Lieberman (born 1958), WNBA Hall of Fame basketball player, general manager, and coach, Olympic silver medal
"Boris Nachamkin (born 1933), professional basketball player
"Joakim Noah (born 1985), professional basketball player (New York Knicks) (born in New York City)
"Lamar Odom (born 1979), former professional basketball player
"Bernard Opper (1915–2000), professional basketball player
"Donna Orender (née Geils) (born 1957), college basketball player and Women's Pro Basketball League All-Star; WNBA president
"Danny Schayes (born 1959), college and professional basketball player, son of Dolph Schayes
"Dolph Schayes (1928–2015), NBA Hall of Fame player and coach
"Ossie Schectman (1919–2013), basketball player who scored the first basket in NBA history
"Barney Sedran (1891–1964), NBA Hall of Fame basketball player
"Sid Tannenbaum (1925–1986), professional basketball player
"Kemba Walker (born 1990), professional basketball player, Charlotte Hornets (New York City)
"Metta World Peace (born 1979), former professional basketball player
"Max Zaslofsky (1925–1985), professional basketball player
"Abe "The Little Hebrew" Attell (1883–1970), boxer, World Featherweight Champion
"Riddick Bowe (born 1967), World Heavyweight Champion
"Al "Bummy" Davis (1920–45), professional boxer (Brooklyn)
"Abe Goldstein (1898–1977), boxer, World Bantamweight champion
"Zab Judah (born 1977), boxer, World Welterweight and Junior Welterweight Champion Leiner; 1896–1947), boxer, World Lightweight Champion
"Solly Krieger (1909–1964), boxer,  World Middleweight Champion
"Jake "the Raging Bull" LaMotta (1922–2017), boxer, World Middleweight Champion
"Boyd Melson (born 1981), boxer, World Military Boxing Champions in the 69&#160;kg. weight class
"Samuel Mosberg (1896–1967), boxer, Olympic light heavyweight champion
"Maxie "Slapsie Maxie" Rosenbloom (1907–1976), World Light Heavyweight Champion
"Charlie Phil Rosenberg (1902–1976), boxer, World Bantamweight Champion
"Barney Ross (born Dov-Ber "Beryl" David Rosofsky; 1909–1967), boxer, world champion in three weight divisions—lightweight, light welterweight and welterweight
"Isadore "Corporal Izzy" Schwartz (1902–1988), boxer, World Flyweight Champion
"Al "The Bronx Beauty" Singer (1909– 1961), boxer, World Lightweight Champion
"Mike Tyson (born 1966), former professional boxer, World Heavyweight Champion
"Norman C. Armitage (born Norman Cudworth Cohn; 1907–1972), Olympic medalist saber fencer, 6x Olympian
"Albert Axelrod (1921–2004), Olympic medalist foil fencer, 5x Olympian
"Cliff Bayer (born 1977), 2x Olympic foil fencer
"Robert Blum (born 1928), 2x Olympic saber fencer
"Daniel Bukantz (1917–2008), 4x Olympic foil fencer&#91;4&#93;
"Herbert Cohen (born 1940), 2x Olympic foil fencer
"Gene Glazer (born 1939), 2x Olympic foil fencer
"Hal Goldsmith (born Hans Goldschmidt; 1930–2004), 3x Olympic foil fencer
"Ralph Goldstein (1913–1997), 2x Olympic épée fencer
"Julia Jones-Pugliese (1909–1993), national champion fencer and fencing coach
"Allan Kwartler (1917–1998), 3x Olympic sabre and foil fencer, Pan American Games and Maccabiah Games champion
"Nate Lubell (1916–2006), 3x Olympic foil fencer
"Tim Morehouse (born 1978), Olympic medalist saber fencer, 3x Olympian
"Soren Thompson (born 1981), 2x Olympic and team World Champion épée fencer&#91;5&#93;
"Doc Alexander (1897–1975), football player and coach
"Lyle Alzado (1949–1992), former football All Pro player (Denver Broncos, Los Angeles Raiders)
"Jim Brown (born 1936), Hall of Fame football player (Cleveland Browns)
"Jordan Dangerfield (born 1990), NFL football player
"Boomer Esiason (born 1961), former football player (Cincinnati Bengals)
"Jay Fiedler (born 1971), NFL football quarterback
"Rob Gronkowski (born 1989), football player (New England Patriots)
"Thomas Hennessy (born 1994), football player
"Mark Ingram Jr. (born 1989), football player (New Orleans Saints)
"Sid Luckman (1916–1998), former football player (Chicago Bears), inducted into Hall of Fame in 1965
"John Mackey (1941–2011), former football player (Baltimore Colts), inducted into Hall of Fame in 1992
"Ali Marpet (born 1993), football player (Tampa Bay Buccaneers)
"Josh Miller (born 1970), football player and football analyst
"Art Monk (born 1957), former football player (Washington Redskins), inducted into Hall of Fame in 2008
"Ed Newman (born 1951), All-Pro football player
"Adam Podlesh (born 1983), football player
"Ray Rice (born 1987), former football player (Baltimore Ravens)
"Herb Rich (1928–2008), 2x All-Pro football player
"Allie Sherman (1923–2015), National Football League player and head coach
"Will Smith (1981–2016), former football player (New Orleans Saints) (born in Queens)
"Michael Strahan (born 1971), American-German actor, television personality, and retired football player (New York Giants) (lives in New York City)
"Alan Veingrad (born 1963), NFL football player
"Ryan Callahan (born 1985), ice hockey player (Tampa Bay Lightning) (Rochester)
"Tim Erixon (born 1991), American-born Swedish ice hockey player (Port Chester)
"Brian Gionta (born 1979), ice hockey player (Buffalo Sabres) (Rochester)
"Patrick Kane (born 1988), professional ice hockey player, Chicago Blackhawks (Buffalo)
"Seymour H. Knox III (1926–1996), co-founder of the Buffalo Sabres
"Alex "Mine Boy" Levinsky (1910–1990), NHL player (Syracuse)
"Eric Nystrom (born 1983), NHL player
"Max Pacioretty (born 1988), ice hockey player (Vegas Golden Knights)
"Mathieu Schneider (born 1969), NHL player
"Benny Feilhaber (born 1985), soccer midfielder
"Eddy Hamel (1902–1943), Jewish-American soccer player for Dutch club AFC Ajax who was killed by the Nazis in Auschwitz concentration camp
"Shep Messing (born 1949), Olympic soccer goalkeeper and current broadcaster
"Charlie Reiter (born 1988), soccer player
"Sara Whalen (born 1976), Olympic soccer player
"Arthur Ashe (1943–1993), tennis player
"Irvin Dorfman (1924–2006), tennis player
"Herbert Flam (1928–1980), tennis player
"Ladislav Hecht (1909–2004), tennis player
"Scott Lipsky (born 1981), tennis player
"Jamie Loeb (born 1995), tennis player
"John McEnroe (born 1959), tennis player
"Renée Richards (born 1934), tennis player
"Noah Rubin (born 1996), tennis player
"Julius Seligson (1909–1987), tennis player
"Bill Tilden (1893–1953), tennis player
"Herman Barron (1909–1978), professional golfer
"Andy Bloom (born 1973), Olympic shot putter
"Tommy Dreamer (born 1971), professional wrestler (Yonkers)
"Mick Foley (born 1965), professional wrestler and author
"Laurie Hernandez (born 2000), artistic gymnast, gold medalist at the 2016 Rio Olympics, and winner of Dancing with the Stars season 23
"Caitlyn Jenner (formerly Bruce Jenner) (born 1949), retired decathlete, gold medalist at the 1976 Montreal Olympics, and television personality
"Jon Jones (born 1987), UFC champion
"Ryan Lochte (born 1984), competitive swimmer, gold medalist at the 2016 Rio Olympics, and contestant on Dancing with the Stars season 23 (Rochester)
"Colette Nelson (born 1974), professional bodybuilder
"Beth Phoenix (born 1980), professional wrestler (born in Elmira, New York)
"Red Auerbach (1917–2006), basketball coach
"Tom Coughlin (born 1946), football coach
"Billy Cunningham (born 1943), basketball coach
"Bucky Harris (1896–1977), baseball manager
"Vince Lombardi (1913–1970), football coach
"Doug Marrone (born 1964), football coach
"John McGraw (1873–1934), baseball manager
"Joe Paterno (1926–2012), football coach
"Matt Patricia (born 1974), football coach
"Rick Pitino (born 1952), basketball coach
"Pat Riley (born 1945), basketball coach
"Allie Sherman (1923–2015), football coach
"Joe Torre (born 1940), baseball manager
"Jim Valvano (1946–1993), basketball coach
"Pop Warner (1871–1954), football coach
"John Jacob Astor, fur trader, company founder
"Nicholas F. Brady, former CEO of Dillon Read; 68th United States Secretary of the Treasury
"C. Douglas Dillon, former CEO of Dillon Read; US Ambassador to France (1953–1957); 57th United States Secretary of the Treasury
"George Eastman (1854–1932), founder of Eastman Kodak
"Joseph Ellicott (1760–1826), surveyor and city planner
"William G. Fargo (1818–1881), co-founder  of American Express Company and Wells Fargo; mayor of Buffalo
"Reggie Fils-Aimé (born 1961), President and Chief operating officer of Nintendo of America
"Debra Fox, founder of Fox Learning Systems
"Scott Greenstein (born 1959), President and Chief content officer of Sirius XM Radio
"E.H. Harriman, errand boy, broker, railroader
"George A. Hormel (1860–1946), founder of Hormel
"Jeremy Jacobs (born 1940), owner of Delaware North and the Boston Bruins
"John J. Kennedy (1857–1914), financier, 45th New York State Treasurer
"Seymour H. Knox I (1861–1915), businessman, co-founder of F. W. Woolworth Company
"Seymour H. Knox II (1898–1990), former director of Marine Midland Bank; philanthropist
"Jon L. Luther, food service executive
"Sherman J. Maisel (1918–2010), economist
"Jeremiah Milbank, banker, co-founder of Borden Milk Co., 1857
"Jacquelyn Ottman, marketing consultant
"Henry Paulson, former CEO of Goldman Sachs; United States Secretary of the Treasury
"Joseph R. Perella, financier
"Pat Powers (1870–1948), movie producer
"Donald Regan, former CEO of Merrill Lynch; 66th United States Secretary of the Treasury
"Robert E. Rich, Sr. (1913–2006), inventor, foodservice executive
"David Rockefeller (1915–2017), banker
"John D. Rockefeller (1839–1937), founder of Standard Oil, philanthropist
"John D. Rockefeller Jr., philanthropist and financier
"William Rockefeller (1841–1941), co-founder of Standard Oil
"Robert Rubin, former CEO of Goldman Sachs; 70th United States Secretary of the Treasury
"Scott Rudin, movie producer
"Jacob Schiff, Wall Street executive, banker
"Edward Selzer (1893–1970), movie producer
"Ellsworth Milton Statler (1863–1928), hotelier
"Stuart Sternberg (born 1959), owner of the Tampa Bay Rays
"Jill Stuart, fashion designer&#91;6&#93;
"Donald Trump, Jr. (born 1977), businessman; eldest son of Donald Trump and brother of Eric, Ivanka, and Tiffany
"Eric Trump (born 1984), philanthropist and businessman; son of Donald Trump and brother of Ivanka, Tiffany, and Donald Jr.
"Ivanka Trump (born 1981), businesswoman, writer, and former fashion model; daughter of Donald Trump and sister of Eric, Donald Jr., and Tiffany
"Tiffany Trump (born 1993), daughter of Donald Trump and sister of Ivanka, Eric, and Donald Jr.
"Cornelius Vanderbilt, ferry and tugboat captain; company founder; railroader
"Sanford Weill, former CEO of Citigroup
"Henry Wells (1805–1878), businessman
"Bob Weinstein, movie producer, co-founder of Miramax Films
"Harvey Weinstein, movie producer, co-founder of Miramax Films
"John G. Wickser (1858–1928), businessman; New York State Treasurer (1903–1904)
"Robert G. Wilmers (born 1935), CEO of M&amp;T Bank
"Christopher Woodrow, movie producer
"Mark Zuckerberg (born 1984), founder and CEO of Facebook
"Keith Carlos (born 1987), fashion model, former football player, and winner of America's Next Top Model cycle 21
"Nyle DiMarco (born 1989), model, actor, deaf activist, and winner of Dancing with the Stars season 22 and America's Next Top Model cycle 22
"Tom Ford (born 1961), fashion designer, film director, screenwriter, and film producer
"Mary Therese Friel (born 1960), beauty queen, model, businesswoman, and winner of Miss USA 1979
"Marc Jacobs (born 1963), fashion designer and former creative director of Louis Vuitton (1997–2014)
"Scarlett Johansson (born 1984), actress, model, and singer
"Calvin Klein (born 1942), fashion designer and founder of Calvin Klein Inc.
"Michael Kors (born 1959), sportswear fashion designer; founder and CEO of Michael Kors Holdings
"Ralph Lauren (born 1939), fashion designer, philanthropist, business executive, and founder of the Ralph Lauren Corporation
"Stacy London (born 1969), stylist, fashion consultant
"Jackie Loughery (born 1930), actress, beauty queen, and inaugural winner of Miss USA
"Sienna Miller (born 1981), actress, model, and fashion designer
"Sarah Natochenny (born 1987), actress, film editor, fashion model, and voice actress
"Rachel Nichols (born 1980), actress and model
"Hayden Panettiere (born 1989), actress, model, singer, and activist
"Kimberly Pressler (born 1977), model, reality television star, and first runner-up at Miss USA 1995
"Tanya Roberts (born 1955), actress, model
"Carmen Marc Valvo (born 1953), evening-wear and high-end cocktail dress designer
"Benjamin N. Cardozo (1870–1938), Associate Justice of the Supreme Court of the US
"Alan Dershowitz (born 1938), Harvard Law School professor and scholar of US constitutional law and criminal law
"Gerrit Forbes (1836-1906), Justice of the Supreme Court of New York
"Felix Frankfurter (1882&#160;&#8211;&#32;1965), Associate Justice of the Supreme Court of the United States
"Henry Friendly (1903–1986), judge on the United States Court of Appeals for the Second Circuit
"Kumiki Gibson, lawyer
"Ruth Bader Ginsburg, Associate Justice of the Supreme Court of the United States
"Arthur Goldberg (1908–1990), US Secretary of Labor, Associate Justice of the Supreme Court of the US, and US Ambassador to the United Nations
"John Jay (1745–1829), first Chief Justice of the United States
"Elena Kagan, Associate Justice of the Supreme Court of the United States
"A. Leo Levin (1919–2015), law professor at the University of Pennsylvania Law School
"John G. Roberts, Chief Justice of the United States
"Antonin Scalia (1936–2016), former Associate Justice of the Supreme Court of the United States
"Sonia Sotomayor, Associate Justice of the Supreme Court of the United States
"Amy Wax (born 1953), Robert Mundheim Professor of Law at the University of Pennsylvania Law School
"Avraham Qanai, leader of one of the first Karaite Jewish congregations in the United States
"Menachem Mendel Schneerson
"Richard Axel (born 1946), scientist, Nobel prize winner
"Gertrude B. Elion (1918–1999), biochemist, pharmacologist, Nobel prize winner
"Richard P. Feynman (1918–1988), physicist, Nobel prize winner
"Murray Gerstenhaber (born 1927), mathematician and lawyer
"Carl Sagan (1934–1996), astronomer
"Jonas Salk (1914–1995), scientist, developed first polio vaccine
"Andrulla Blanchette (born 1966), British-born professional bodybuilder
"Maksim Chmerkovskiy (born 1980), Ukrainian-born Latin ballroom dancer, choreographer, and instructor from ABC's Dancing with the Stars; brother of Val
"Valentin Chmerkovskiy (born 1986), Ukrainian-born professional dancer from ABC's Dancing with the Stars; brother of Maks
"Laura Creavalle (born 1959), Guyanese-born Canadian/American professional bodybuilder
"Lisa Cross (born 1978), British-born professional bodybuilder
"Steven Derounian (1918–2007), Bulgarian-born politician and former U.S. Representative of New York (1953–1963, 1963–65)
"Heather Foster (born 1966), Jamaican-born American professional bodybuilder
"Bev Francis (born 1955), Australian-born professional bodybuilder, powerlifter, and national shot put champion
"Carolina Herrera (born 1939), Venezuelan-born fashion designer; dress designer of First Ladies from Jacqueline Kennedy to Michelle Obama
"Kyrie Irving (born 1992), Australian-born American professional basketball player for the Boston Celtics (formerly for the Cleveland Cavaliers)
"John Kneller (1916-2009), English-American professor and fifth President of Brooklyn College
"John Leguizamo (born 1964), Colombian-born actor, voice actor, producer, and stand-up comedian
"Sean Patrick Maloney (born 1966), Canadian-born politician and U.S. Representative of New York since 2013
"Joel McHale (born 1971), Italian-born actor, comedian, writer, television producer, and television host
"Nicki Minaj (born 1982), Trinidadian-born rapper and actress
"Pelé (real name Edson Arantes do Nascimento) (born 1940), Brazilian-born iconic soccer player and honorary president of the New York Cosmos; considered the best soccer player of all time
"Keanu Reeves (born 1964), Lebanese-born Canadian/American actor, producer, and musician
"Alana Shipp (born 1982), Barbadian-born Israeli/American professional bodybuilder
"Gene Simmons (real name Chaim Weitz) (born 1949), Israeli-born musician, singer-songwriter, record producer, entrepreneur, actor, television personality, and lead singer of the band KISS
"Albio Sires (born 1951), Cuban-born politician and U.S. Representative of New Jersey since 2006
"Snooki (real name Nicole Polizzi) (born 1987), Chilean-born reality television personality from Jersey Shore
"Bruce Willis (born 1955), German-born American actor, producer, and singer
"Jason Wu (born 1982), Taiwanese-born Canadian/American fashion designer and designer of First Lady Michelle Obama's dresses
"David Berkowitz (born 1953), serial killer "Son of Sam"
"Billy the Kid (1859–1881), notorious wild west criminal
"Al Capone, gangster and co-founder and boss of the Chicago Outfit
"Frank Costello, Italian-American Mafia gangster
"Robert Garrow (1936–1978), spree killer
"David Hampton, actor and impostor who posed as Poitier's son "David" in 1983, which inspired a play and a film, Six Degrees of Separation
"Lucky Luciano, mobster; considered the father of modern organized crime in the United States
"Theodore Rinaldo (1944–2000), convicted child sex offender
"Shirley Winters (born 1948), convicted arsonist and accused serial killer
"Lina Beecher (1841–1915), roller coaster designer and inventor
"William Boylan (1869–1940), first President of Brooklyn College
"Grace Brown (1886–1906, murder victim)
"Wilson Greatbatch (1919–2011), inventor
"Frances Shimer (1826–1901), founder of Shimer College&#91;7&#93;
"Richard Stallman (born 1953), programmer of Emacs, founder of GNU
"Josephine Terranova (1889–1981), criminal defendant
"List of people associated with Albany County, New York
"Bibliography
"Demographics
"Economy
"Education
"Geography
"History
"Healthcare
"Museums
"Music
"Nickname
"Parks
"Politics
"Sports
"Symbols
"Transportation
"Tourist attractions
"Administrative divisions
"Congressional districts
"Constitution
"Delegations
"Senators
"Representatives
"Elections
"Government
"Law
"Adirondack Mountains
"Allegheny Plateau
"Capital District
"Catskill Mountains
"Central Region
"Central New York
"Champlain Valley
"New York City
"Finger Lakes
"Holland Purchase
"Hudson Highlands
"Hudson Valley
"Long Island
"Mohawk Valley
"Niagara Frontier
"North Country
"Ridge and Valley
"Saint Lawrence Seaway
"Shawangunks
"Ski country
"Southern Tier
"Southtowns
"Tech Valley
"Thousand Islands
"Tug Hill
"Upstate
"Western
"Albany / Schenectady / Troy
"Binghamton
"Buffalo / Niagara Falls
"Elmira / Corning
"Glens Falls
"Ithaca
"Kingston
"New York City
"Rochester
"Syracuse
"Utica / Rome
"Watertown
"Albany
"Allegany
"Bronx
"Broome
"Cattaraugus
"Cayuga
"Chautauqua
"Chemung
"Chenango
"Clinton
"Columbia
"Cortland
"Delaware
"Dutchess
"Erie
"Essex
"Franklin
"Fulton
"Genesee
"Greene
"Hamilton
"Herkimer
"Jefferson
"Kings
"Lewis
"Livingston
"Madison
"Monroe
"Montgomery
"Nassau
"New York
"Niagara
"Oneida
"Onondaga
"Ontario
"Orange
"Orleans
"Oswego
"Otsego
"Putnam
"Queens
"Rensselaer
"Richmond
"Rockland
"Saint Lawrence
"Saratoga
"Schenectady
"Schoharie
"Schuyler
"Seneca
"Steuben
"Suffolk
"Sullivan
"Tioga
"Tompkins
"Ulster
"Warren
"Washington
"Wayne
"Westchester
"Wyoming
"Yates
"Cities
"Towns
"Indian reservations
"Villages
"Census-designated places
"Alabama
"Alaska
"Arizona
"Arkansas
"California
"Colorado
"Connecticut
"Delaware
"Florida
"Georgia
"Hawaii
"Idaho
"Illinois
"Indiana
"Iowa
"Kansas
"Kentucky
"Louisiana
"Maine
"Maryland
"Massachusetts
"Michigan
"Minnesota
"Mississippi
"Missouri
"Montana
"Nebraska
"Nevada
"New Hampshire
"New Jersey
"New Mexico
"New York
"North Carolina
"North Dakota
"Ohio
"Oklahoma
"Oregon
"Pennsylvania
"Rhode Island
"South Carolina
"South Dakota
"Tennessee
"Texas
"Utah
"Vermont
"Virginia
"Washington
"West Virginia
"Wisconsin
"Wyoming
"American Samoa
"Guam
"Northern Mariana Islands
"Puerto Rico 
"U.S. Virgin Islands
"Lists of people from New York (state)Hidden categories: Use American English from July 2015All Wikipedia articles written in American EnglishUse mdy dates from September 2011Articles needing additional references from May 2010All articles needing additional referencesDynamic lists
